"tid";"hastagname"
684758786993618944;"MoLeg"
684758967671762946;"TNGOP"
684759320806952961;"nhpolitics"
684759707190452224;"BTV"
684759707190452224;"vtpoli"
684760014070898688;"nhpolitics"
684760174175846400;"flapol"
684760174175846400;"sayfie"
684761363433041920;"guncontrol"
684761363433041920;"POTUS"
684762912217509888;"CarsonFlatTax"
684762912217509888;"OnlyASelectFew"
684764950586327040;"mepolitics"
684766503703416832;"StopHillary"
684767199375044608;"SECprimary"
684767199375044608;"TNGOP"
684768775791575040;"kyga16"
684768913565941760;"coleg"
684768913565941760;"copolitics"
684768913565941760;"gop"
684768913565941760;"tcot"
684769500105977856;"mepolitics"
684770189402046464;"iacaucus"
684771595559288832;"LaGov"
684771595559288832;"lalege"
684773677431394305;"fitn"
684773677431394305;"nhpolitics"
684774217171267584;"RFRA"
684775813271519232;"NJ"
684775813271519232;"Senate"
684776030435946496;"FITN"
684776030435946496;"nhpolitics"
684777029045227520;"FITN"
684777029045227520;"nhpolitics"
684778940465065984;"Albany"
684779270036688896;"nhpolitics"
684779494847021056;"DrummondPuddleWatch"
684780381527121920;"Oregonstandoff"
684780388124897280;"Maine"
684780388124897280;"mepolitics"
684780839113207808;"BTV"
684781103945625601;"gun"
684781103945625601;"wyleg"
684781103945625601;"wyoming"
684781103945625601;"wypol"
684781426948968448;"Detroit"
684781820924293120;"IAcaucus"
684782246360907776;"mepolitics"
684784370314559488;"NYS"
684785790803664896;"SOTU"
684787160860344320;"Oregon"
684787160860344320;"orleg"
684787160860344320;"orpol"
684787160860344320;"reprohealth"
684787160860344320;"unplannedpregnancy"
684788066754547712;"coleg"
684788066754547712;"Colorado"
684788066754547712;"copolitics"
684788148656844800;"nhpolitics"
684788834429726720;"FeelTheBern"
684792244537311232;"SessionOpening"
684792305673359361;"climatechange"
684792305673359361;"copolitics"
684792305673359361;"tcot"
684796314475999232;"waelex"
684796708052545536;"moleg"
684797031085420544;"climatechange"
684797031085420544;"waleg"
684797060391038977;"mapoli"
684797381267738624;"OnlyinMN"
684799043629748225;"nv04"
684799601405247488;"ncgov"
684799804262625280;"ONLYinMN"
684800249131589632;"NYSenate"
684800707292229632;"ncgov"
684800825408024576;"CarsonFlatTax"
684801404033077253;"moleg"
684801919580110848;"RJnow"
684802557043068928;"moleg"
684803015002427392;"mapoli"
684803190756249600;"nmpol"
684803216576389120;"Moleg"
684803634761056256;"AKgov"
684803634761056256;"AKleg"
684805222229655552;"partylikeajournalist"
684805222229655552;"Washington"
684805222229655552;"wyleg"
684805222229655552;"wypol"
684805587830345728;"NM"
684805587830345728;"nmpol"
684808146892619776;"CES"
684808146892619776;"RJnow"
684808269722857473;"lfl2016"
684808406385995776;"mapoli"
684810835219234816;"AK"
684810835219234816;"akleg"
684810966765334529;"KYGA16"
684810985320935425;"fitn"
684810985320935425;"nhpolitics"
684811627858923520;"iacaucus"
684812419697217536;"MI"
684812419697217536;"mileg"
684812419697217536;"SB517"
684812953015685120;"wagov"
684812953015685120;"waleg"
684813405979541504;"KYGA16"
684814167098929152;"sayfie"
684815406310277120;"KYGA16"
684815639916183553;"INLegis"
684816217526415360;"mapoli"
684816484120440832;"lfl2016"
684816698998837248;"lfl2016"
684817071012626433;"abq"
684817104659427329;"mepolitics"
684817190336487430;"joeriley"
684817190336487430;"mayorjoe"
684817190336487430;"sctweets"
684817215124824066;"fitn"
684817215124824066;"nhpolitics"
684817823797874688;"NM"
684817823797874688;"nmpol"
684818003599347712;"AKgov"
684818003599347712;"AKleg"
684818362942144512;"akleg"
684818761204023296;"nhpolitics"
684819706226688000;"vtpoli"
684819900347461632;"vtpoli"
684820122230501376;"NHPSC"
684820129662767104;"kyga16"
684820211510292480;"akleg"
684820326811844608;"KYGA16"
684820453098156032;"i502"
684820453098156032;"marijuana"
684820585810100224;"BC2DC16"
684820585810100224;"iacaucus"
684821107376013315;"neleg"
684821118398664704;"NeverGiveUp"
684821301135986688;"NM"
684821301135986688;"nmleg"
684821974892326912;"vtpoli"
684822546944925696;"havetowaitforSOS"
684822546944925696;"lfl2016"
684823516571500545;"coleg"
684823516571500545;"copolitics"
684823516571500545;"tcot"
684823690517843968;"vtpoli"
684824920442953728;"vtpoli"
684824983143485442;"OnlyinMN"
684825243945271296;"LFL2016"
684826380614430720;"Autism"
684826882265645056;"moleg"
684827254434574336;"NJ"
684827983488618496;"waelex"
684828100341841920;"SuperTuesday"
684828875650666496;"wx"
684829319747645440;"lfl2016"
684829343797874690;"CarsonFlatTax"
684829756341108736;"MoLeg"
684830012487380992;"ncpol"
684831638979756032;"msleg"
684831688476758016;"mepolitics"
684832134079594496;"BREAKING"
684832559356850177;"msleg"
684833347185414145;"lfl2016"
684833596511752192;"kyga16"
684833847297490944;"coleg"
684833847297490944;"copolitics"
684833847297490944;"tcot"
684833960963215360;"iacaucus"
684834187984121858;"kyga16"
684834187984121858;"SB1"
684834211795083264;"lfl2016"
684835508594290688;"kyga16"
684836380489453568;"kyga16"
684837655172018176;"BC2DC16"
684838724493033473;"kyga16"
684838800275554304;"wvpol"
684838800275554304;"WVWorkers"
684838830294175744;"PorterRanchGasLeak"
684839128496758784;"climatechange"
684839128496758784;"waleg"
684840681660010496;"ORstandoff"
684841369295175680;"msleg"
684842873238515713;"vtpoli"
684843097482747904;"vtpoli"
684844073824448512;"wipolitics"
684845652631670784;"tx2016"
684845865933012992;"moleg"
684850288897871872;"wvpol"
684850827891208193;"vtpoli"
684852660864856064;"PlannedParenthood"
684854086206930944;"wral"
684854190703796224;"avlnews"
684856113158877185;"NeverGiveUp"
684856113158877185;"nhpolitics"
684856469137821696;"WV"
684856469137821696;"wvpol"
684861334215913473;"nhpolitics"
684862864851480576;"LGBT"
684865934029238272;"tx2016"
684865934029238272;"txlege"
684865974789652480;"ItsNotReallyWorking"
684866544619384832;"UVA"
684867722312871936;"USAmanufacturing"
684869560646803461;"mtnews"
684869560646803461;"mtpol"
684871078733197312;"MoLeg"
684872237682405380;"irresponsible"
684872512673591297;"inners"
684873465770283008;"AKleg"
684874825718980609;"Obamacare"
684874825718980609;"PlannedParenthood"
684876315997028352;"copolitics"
684876734911492097;"coleg"
684877049987645440;"coleg"
684877049987645440;"copolitics"
684878061511155712;"copolitics"
684880654752845824;"copolitics"
684882096481935360;"TPP"
684882132729122816;"nmleg"
684882132729122816;"nmpol"
684882538553278464;"SOTU"
684883531474968577;"Oregonstandoff"
684886778461827072;"Oregonstandoff"
684887932491153408;"Oregonstandoff"
684888339623723008;"SandraBland"
684888339623723008;"txlege"
684890612596785152;"orstandoff"
684890960094867458;"StopGunViolence"
684891743804772353;"oregonstandoff"
684892429934170112;"Oregonstandoff"
684893105393291264;"Oregonstandoff"
684893510496075776;"FixOurRoads"
684894621223239681;"FADA"
684894621223239681;"GOP2016"
684894975591489536;"oregonstandoff"
684896169688862720;"Oregonstandoff"
684897089059340288;"Oregonstandoff"
684897892264357888;"Oregonstandoff"
684898076528541696;"Oregonstandoff"
684900267175718912;"Oregonstandoff"
684900528183062528;"killfacebook"
684900528183062528;"oregonstandoff"
684900528183062528;"ORmilitants"
684902012882792448;"Oregonstandoff"
684902426818818048;"FixOurRoads"
684903167121735680;"oregonstandoff"
684904484464545792;"oregonstandoff"
684904531516362752;"guns"
684904531516362752;"mapoli"
684906141671804928;"oregonstandoff"
684906180410347520;"Oregonstandoff"
684908648896696320;"copolitics"
684908779947753472;"Oregonstandoff"
684909895435460608;"coleg"
684909895435460608;"copolitics"
684909895435460608;"tcot"
684910441466884096;"FITN"
684910441466884096;"Kasich4Us"
684910441466884096;"nhpolitics"
684911135934382081;"coleg"
684911135934382081;"copolitics"
684911285465518080;"azpolitics"
684911285465518080;"modphx"
684912337774637056;"BernieInVegas"
684912772090433538;"duceylive"
684912858929475584;"ItsRealllyWorkingForSenatorPags"
684913200014344192;"duceylive"
684913336924778497;"Oregonstandoff"
684913960928186368;"ducey"
684914060094132224;"duceylive"
684914243783663617;"Oregonstandoff"
684915254413795328;"Duceylive"
684915254413795328;"headlineslive"
684915920427290625;"duceylive"
684915920427290625;"supportyourlocalmedia"
684916260405022720;"duceylive"
684917475050274817;"duceylive"
684917926575616001;"ItsRealllyWorkingForSenatorPags"
684918091663323136;"arizona"
684918091663323136;"duceylive"
684918448741208064;"duceylive"
684918521390710785;"duceylive"
684918521390710785;"govducey"
684918847900520449;"duceylive"
684919063026470912;"mapoli"
684919099714080768;"BTV"
684919332149661696;"duceylive"
684920322923970560;"duceylive"
684920942628212736;"dcs"
684920942628212736;"duceylive"
684921585942138880;"Oregonstandoff"
684921621102985216;"Oregonstandoff"
684921634902294528;"refugees"
684921950293094401;"TNGOP"
684922448358191105;"coleg"
684922448358191105;"copolitics"
684922760263413760;"duceylive"
684923363085561856;"duceylive"
684923835846557696;"duceylive"
684924534865018880;"duceylive"
684925020720738304;"FixOurRoads"
684925123216867328;"PlannedParenthood"
684926195406774273;"FirstInTheWest"
684926195406774273;"NVDemsCaucus"
684929022799646720;"NVDemsCaucus"
684930106100338688;"coleg"
684930106100338688;"copolitics"
684930880708558848;"NVDemCaucus"
684931650271117312;"coleg"
684931650271117312;"copolitics"
684932953051369472;"CTSen"
684934522379436033;"FirstInTheWest"
684934577794621440;"NVDemsCaucus"
684934729410293760;"NVDemsCaucus"
684935222811439104;"outoftouch"
684935371461754880;"NVDemsCaucus"
684935548209762304;"coleg"
684935548209762304;"copolitics"
684936898134077441;"NYS"
684937393342951424;"wpri"
684937603880058880;"NVDemsCaucus"
684937725489745920;"nv04"
684941297728139265;"iowacaucus"
684941609989844992;"FirstInTheWest"
684942951139524608;"FirstInTheWest"
684943229050044416;"HillaryinNV"
684943229050044416;"NVDemsCaucus"
684943800381259776;"NVDemsCaucus"
684944056829513728;"LSSC"
684944208348614656;"NVDemsCaucus"
684944228955193344;"coleg"
684944228955193344;"copolitics"
684945221155569664;"NVDemsCaucus"
684945601641852929;"NVDemsCaucus"
684946310126907393;"FirstInTheWest"
684947721548107777;"FixOurRoads"
684947721548107777;"INLegis"
684948528716615680;"FirstInTheWest"
684948807700750337;"NDPol"
684949470564474880;"nvsen"
684949829332692993;"FirstintheWest"
684949829332692993;"NVDemsCaucus"
684952528782397440;"nvsen"
684953468872687616;"NVSen"
684954728833286145;"FirstInTheWest"
684958761195208704;"tx2016"
684958775866830848;"NVDemsCaucus"
684960864659607556;"NVDemsCaucus"
684962050137694209;"NVDemsCaucus"
684967308406607873;"NVDemsCaucus"
684968486427320320;"NVDemsCaucus"
684969166516948992;"BernieInVegas"
684969166516948992;"NVDemsCaucus"
684973252347850753;"NVDemsCaucus"
684975020850941952;"NVDemsCaucus"
684999800484270081;"RJnow"
685053623701749761;"FixOurRoads"
685085838619873280;"LeadRight2016"
685096901289619456;"StopTollsNow"
685097095536209920;"moleg"
685098576016457730;"ToxicTolls"
685103314091028484;"kyga16"
685104073704517632;"txed"
685104073704517632;"txlege"
685107469195067396;"sayfie"
685109226771894272;"cartoon"
685109226771894272;"mileg"
685109570449047553;"BTV"
685110128870338560;"JackSockGoodSport"
685110235455983616;"btv"
685110235455983616;"foodiechats"
685110309846126592;"Gilmore2016"
685110495850950656;"Cincy"
685111052787421184;"Albany"
685112134221586432;"BTV"
685112204736135168;"neleg"
685114442246406145;"BTV"
685115254838312961;"waedu"
685115596548120576;"kroenkecomplaints"
685115596548120576;"stl"
685117097391828992;"LGBT"
685117495120900096;"mapoli"
685118377988354049;"Kasich4Us"
685118377988354049;"NeverGiveUp"
685119116315869184;"vtpoli"
685119286264885248;"ToxicTolls"
685120620300910592;"coleg"
685120620300910592;"copolitics"
685120620300910592;"tcot"
685121551973412864;"mepolitics"
685126496927666177;"RJnow"
685127253219409921;"100PAFarmShow"
685127253219409921;"2016buttersculpture"
685127911637168128;"Democrats"
685127911637168128;"Ohio"
685127911637168128;"OHLeg"
685128218605555712;"coleg"
685128218605555712;"copolitics"
685128893070639104;"moleg"
685128922594426880;"IAcaucus"
685129127976919040;"100PAFarmShow"
685129127976919040;"2016buttersculpture"
685130033283874819;"100PAFarmShow"
685130033283874819;"2016buttersculpture"
685130209629224960;"nhpolitics"
685130752841900032;"100PAFarmShow"
685130895989313536;"100PAFarmShow"
685131174856011777;"scflood"
685131174856011777;"SCRoads"
685131197907886084;"100PAFarmShow"
685131585117618176;"mapoli"
685132101453230081;"kyga16"
685132136379060224;"100PAFarmShow"
685132136379060224;"2016buttersculpture"
685132316117614592;"100PAFarmShow"
685132316117614592;"2016butterscukpture"
685132320051978240;"waleg"
685132346870378497;"BTV"
685132371004403712;"scflood"
685132371004403712;"scroads"
685132572641345537;"LGBT"
685132815730515968;"100PAFarmShow"
685132815730515968;"2016buttersculpture"
685133122443165696;"100PAFarmShow"
685133122443165696;"2016buttersculpture"
685133323534876672;"FITN"
685133323534876672;"Kasich4Us"
685133323534876672;"NHPolitics"
685134453581189120;"GrowthCode"
685134551916658689;"kyga16"
685134608141258753;"sayfie"
685134722196975616;"vtpoli"
685134828589559808;"MoLeg"
685135038372016132;"btv"
685135054180229120;"MoLeg"
685135769229344768;"MoLeg"
685136696200007680;"kyga16"
685137248669548544;"vtpoli"
685137880868503552;"NM"
685137934136246272;"kyga16"
685138120908652544;"kyga16"
685138598383898624;"LeadRight2016"
685138598383898624;"ncpol"
685140027035226112;"kyga16"
685140649214107648;"kyga16"
685140884959039489;"nhpolitics"
685141006484811777;"nhpolitics"
685141431632158720;"kyga16"
685142350721597440;"fitn"
685142350721597440;"nh1news"
685142350721597440;"nhpolitics"
685143703141400576;"SC"
685143800214327296;"kyga16"
685144574340272129;"IAcaucus"
685145119901761536;"CharlieHebdo"
685145583212838912;"waleg"
685145855607746560;"nhpolitics"
685146881563967488;"waleg"
685146919073611776;"anniversary"
685147086980005888;"k12"
685147086980005888;"waleg"
685147290424733696;"NE02"
685149028917604353;"SOTU"
685151522951446529;"sayfie"
685151843039621120;"FirstInTheWest"
685151843039621120;"NVDemsCaucus"
685152671569850368;"akleg"
685153326892236800;"waleg"
685153599018635264;"waleg"
685155113057390593;"nmleg"
685155113057390593;"nmpol"
685156128901103616;"Michigan"
685156259679592449;"waleg"
685156572734074880;"waleg"
685157145277497344;"waleg"
685157153070448640;"NationalBobbleheadDay"
685157458650632192;"ECLV"
685157719213477889;"waleg"
685158073732874240;"kyga16"
685158082419257344;"waleg"
685158526717693952;"waleg"
685158788870057984;"waleg"
685160541938008064;"Detroit"
685160541938008064;"mileg"
685160834285342720;"waleg"
685160944108986372;"waleg"
685161299005825024;"Albany"
685161503645761536;"copolitics"
685161503645761536;"gop"
685161503645761536;"tcot"
685161726787104768;"waleg"
685161987106549760;"waleg"
685162095478980609;"SoBu"
685162222801268736;"waleg"
685162236583673856;"coleg"
685162236583673856;"copolitics"
685162553018814465;"waleg"
685162854132092929;"waleg"
685163616325222400;"waleg"
685163922949861376;"waleg"
685164484055404546;"waleg"
685164954283053056;"waleg"
685165264170713088;"CABudget"
685165375059709952;"cabudget"
685165701737377793;"waleg"
685166004515815424;"waleg"
685166707586035713;"waleg"
685167445649305602;"waedu"
685167445649305602;"waleg"
685167851506954240;"waleg"
685168158018109440;"CABudget"
685168158018109440;"Periscope"
685169074201083904;"waleg"
685169185295613952;"waleg"
685169454817361920;"waleg"
685170062093860866;"FITN"
685170062093860866;"Kasich4Us"
685170062093860866;"NHpolitics"
685170487341780992;"Periscope"
685170877139447808;"waleg"
685171000208715777;"waleg"
685172599475834880;"waleg"
685172652323962884;"Bernie2016"
685172652323962884;"btv"
685172652323962884;"btvtrump"
685172652323962884;"vtpoli"
685172838127382528;"coleg"
685172838127382528;"copolitics"
685172838127382528;"tcot"
685173271906652160;"BTV"
685173271906652160;"btvtrump"
685173271906652160;"vtpoli"
685173828260093952;"KYGA16"
685174041984929792;"MoLeg"
685174734582091776;"vtpoli"
685175715822735360;"waleg"
685175856969433088;"waleg"
685176010107662336;"waleg"
685176138004611073;"vtpoli"
685176276206882816;"cradletocareer"
685176276206882816;"Sayfie"
685176374278094849;"waleg"
685176508000817152;"txed"
685176508000817152;"txlege"
685176508000817152;"TXPO2016"
685176573054566400;"vtpoli"
685176704692842496;"waleg"
685176896544501760;"msleg"
685176957328343040;"waleg"
685177092158394368;"waleg"
685177501623169026;"waleg"
685177879202775040;"TeamMarco"
685178767182938112;"txed"
685178767182938112;"txlege"
685178767182938112;"TXPO2016"
685178834606489600;"kyga16"
685179266661748736;"vtpoli"
685179384140050432;"waleg"
685179519095955456;"kyga16"
685179609776656384;"LeadRight2016"
685179609776656384;"ncpol"
